26.4,0.00005
33.2,0.00001
30.2,0.00002
25,0.00003
27.5,0.00001
27.5,0.00002
33.3,0.00002
39.6,0
22,0.00002
29.6,0.00004
33.6,0.00001
36.3,0
22.4,0.00001
28.5,0.00004
36.4,0.00003
30.3,0.00003
31,0
25.2,0.00001
21.5,0.00004
34.1,0.00004
26.1,0.00001
21.1,0.00001
33.1,0.00001
38.3,0.00003
36.9,0.00004
64.8,0.00001
54.6,0.00002
53.1,0.00001
72.2,0.00004
59.3,0
55.6,0.00001
76.6,0.00002
54.6,0.00001
68.5,0.00004
92.1,0.00004
77.6,0.00006
77.3,0.00005
93,0.00001
90.8,0.00006
92.8,0.00007
108.2,0.00002
110.4,0.00003
101.1,0.0001
131,0.00005
127.1,0.00007
133.2,0.00004
150.8,0.00008
171.3,0.00009
194.7,0.00008
191.1,0.00007
199.9,0.00005
212.2,0.00008
222.8,0.00008
261.6,0.00005
269.4,0.00011
312.5,0.00008
328.8,0.00006
360.9,0
375.5,0.00001
442,0.00003
445.4,0.00001
509,0.00003
539.5,0.00002
576.6,0.00003
599.7,0.00002
658,0.00006
698,0.00002
761.5,0.00011
802.8,0.00009
839.8,0.00013
894.4,0.00017
946.4,0.00018
977,0.00022
1056.2,0.00026
1082.7,0.00022
1134.7,0.00024
1206.9,0.00026
1260.4,0.00032
1307,0.00039
1385.7,0.0004
1422.8,0.00039
1511.6,0.00049
1532.9,0.00045
1567,0.00048
1685.6,0.00048
1748.1,0.00054
1791.2,0.00054
1889.2,0.0006
1923.7,0.00063
2009.3,0.00071
2039.5,0.0007
2125.9,0.00077
2207.8,0.00075
2249.7,0.0008
2326.1,0.0009
2403.8,0.00089
2445.3,0.0009
2538.6,0.00095
2600.8,0.00101
2675.3,0.00103
2716,0.00105
2803.7,0.00105
2883.5,0.0011
2941.1,0.00121
3022.8,0.00123
3091.3,0.00125
3139.5,0.00129
3237.3,0.00132
3291.3,0.00138
3397.3,0.00139
3448.5,0.00142
3515.3,0.00149
3582.8,0.00152
3652.1,0.00152
3733.4,0.00161
3806.8,0.00164
3895.4,0.00164
3930.9,0.00168
4037.2,0.00175
4097.4,0.00175
4193.7,0.00181
4251.4,0.00188
4337.6,0.00186
4397.6,0.00192
4495.5,0.00199
4540.9,0.002
4640.6,0.00204
4695.3,0.00208
4806.1,0.00213
4837.7,0.00223
4936.8,0.00218
4981.2,0.0022
5099.9,0.00234
5149.5,0.00233
5238.9,0.00243
5319.5,0.00242
5375.1,0.00247
5462.7,0.00244
5533,0.00252
5616.5,0.00259
5674.8,0.00261
5769.2,0.00264
5823.2,0.0027
5917.4,0.00269
5981.1,0.00279
6067.9,0.00278
6132.8,0.00286
6228.5,0.00293
6304.2,0.00296
6374.7,0.00302
6443.8,0.00309
6528.6,0.00305
6592.2,0.00311
6654.8,0.00321
6785.5,0.00323
6801.5,0.00326
6921.9,0.00328
6955.6,0.0034
7074.1,0.00338
7117.8,0.00351
7198.2,0.00355
7270.3,0.00359
7356.6,0.00364
7431.4,0.00367
7519.3,0.00375
7561.1,0.00375
7643,0.00382
7709.6,0.00391
7784.7,0.00395
7874,0.00397
7949.3,0.00413
7981.9,0.00416
8098.6,0.00418
8115.4,0.00425
8163.9,0.0043
8280.5,0.00434
8334.5,0.00445
8395.8,0.00446
8447.3,0.00456
8539.9,0.00461
8564.2,0.00473
8637.8,0.00484
8716.8,0.00486
8784.3,0.005
8796.5,0.00502
8912.3,0.0051
8953.7,0.00516
9025.7,0.00533
9066.6,0.00537
9120.4,0.0055
9184.7,0.00556
9211.7,0.00567
9273.6,0.00578
9319.8,0.00592
9358.6,0.00595
9445.9,0.00613
9470.8,0.00618
9515.1,0.00635
9550.8,0.00646
9609.3,0.00658
9651.4,0.00663
9693.2,0.00685
9704.1,0.00689
9757.6,0.00708
9771,0.00715
9843.4,0.0073
9886.5,0.00738
9923.8,0.00765
9925.3,0.00774
9980.2,0.00793
9991.5,0.00803
10023.5,0.00813
10040.1,0.0083
10104.2,0.00847
10127.5,0.00857
10144,0.00875
10175.3,0.00885
10195,0.00914
10197.4,0.00928
10209.8,0.00939
10266,0.00955
10263.2,0.00975
10262.5,0.00988
10313.9,0.0101
10330.2,0.01023
10351.3,0.01044
10346.9,0.01055
10390.9,0.01075
10405.1,0.01097
10430.1,0.01115
10455.7,0.01125
10453.4,0.01145
10468.8,0.01163
10479,0.01188
10503.2,0.01201
10495.6,0.0122
10504.5,0.01234
10530.9,0.01258
10556.6,0.01273
10543,0.01291
10561,0.0131
10560.9,0.01333
10583.1,0.01352
10582.9,0.01369
10604.9,0.01385
10605,0.01406
10636.7,0.01422
10618.7,0.01451
10591.1,0.01468
10609.4,0.01484
10615.8,0.01498
10634.2,0.01522
10633.7,0.01539
10658.6,0.01567
10687.2,0.01577
10682.2,0.01603
10699.8,0.0162
10692,0.0164
10694.3,0.01662
10685.6,0.01686
10712.5,0.01694
10727.8,0.01726
10749.8,0.01733
10726,0.01761
10727.8,0.01783
10725.3,0.01802
10742.8,0.01819
10746.8,0.01845
10776.3,0.01858
10756.7,0.01883
10748.8,0.01897
10764.9,0.01924
10784.2,0.01938
10774.2,0.01964
10787,0.01977
10772.3,0.02001
10818,0.02013
10799.4,0.02052
10798.9,0.02057
10783.7,0.02082
10776.9,0.02094
10818.1,0.0212
10805.5,0.02141
10801.4,0.02166
10811.5,0.02186
10822,0.02207
10854,0.02221
10826.5,0.0225
10863.1,0.02261
10846.9,0.02288
10824.8,0.02308
10831.1,0.02329
10856,0.02345
10840,0.02369
10876.9,0.02384
10862.3,0.02408
10842.7,0.02426
10853.4,0.02452
10843.1,0.02468
10872.6,0.02493
10912.9,0.02507
10874.7,0.02532
10877.6,0.02551
10878.9,0.02572
10897.8,0.02593
10902.7,0.02611
10874.4,0.02633
10914.6,0.02656
10907.1,0.02677
10923.7,0.02701
10886.8,0.02717
10926,0.02747
10924.4,0.02759
10908.4,0.02785
10925.5,0.02794
10944.4,0.02828
10921.2,0.02838
10937.4,0.02872
10967.6,0.02883
10921.6,0.02908
10918.9,0.02924
10953.6,0.02953
10946.2,0.02969
10950.1,0.02992
10984.1,0.03005
10962.8,0.03034
10927.3,0.0305
10976.6,0.0308
10941.9,0.03093
10976.8,0.03116
10955.7,0.03139
10979.7,0.03156
10982,0.03174
10976.7,0.03196
10995,0.03219
10984.3,0.03242
11000.9,0.03262
10996.9,0.03286
10983.4,0.03304
11007.7,0.03331
10971.5,0.03341
11014.2,0.03357
11025.6,0.03385
10991.8,0.03409
11035.6,0.03423
11012.9,0.03451
11017.9,0.0347
11038.8,0.03488
11046.4,0.03509
11005.7,0.03537
11051.8,0.03554
11024.7,0.03574
11015.7,0.03589
11030.2,0.0362
11077.8,0.03632
11036.1,0.0366
11038.7,0.03671
11052.3,0.037
11016.7,0.03715
11032.9,0.03742
11048.4,0.03757
11064.8,0.03786
11024.8,0.03801
11060,0.03827
11071.8,0.03844
11081.2,0.03867
11068.2,0.03883
11045.7,0.03907
11105.8,0.03924
11076.7,0.0395
11107.5,0.03967
11069.6,0.03995
11083.6,0.04011
11103.2,0.04041
11083.5,0.04058
11064.4,0.04079
11060.7,0.04092
11084.6,0.04118
11132.3,0.04139
11108.8,0.04167
11066.3,0.04178
11088.6,0.04204
11073.9,0.04219
11114.8,0.04243
11142.1,0.04262
11110.2,0.04283
11087.1,0.04305
11103.9,0.0433
11086,0.04344
11122.5,0.04367
11165.2,0.04387
11136.4,0.04411
11123.6,0.0443
11143.5,0.04459
11118,0.0447
11119.3,0.04496
11141.4,0.04515
11154.9,0.04536
11120.9,0.0456
11148.5,0.04582
11185.6,0.04595
11164.6,0.04625
11140.5,0.0464
11149.1,0.04672
11178.1,0.04681
11156.4,0.04711
11132.7,0.04725
11135.5,0.04751
11141.4,0.04767
11154.6,0.04796
11151.1,0.04804
11148.9,0.04834
11147.7,0.04852
11157.1,0.0487
11191.4,0.04893
